Area ID,median_income,poverty_percent,median_age,percent_married,birth_rate,pct_white,avgdeathsperyear
918,70797,7.2,30.2,61.4,7.253229221,89.65284779,268
919,61976,11.6,30.2,65,10.01338091,91.01781299,25
920,49709,12.9,34.5,61.9,7.28003573,98.92803878,13
921,45666,12.2,39.6,59.9,3.098290598,95.10751628,8
922,43344,15,39.1,46.3,2.808716707,92.82062207,19
923,43615,22.1,28.1,54.2,9.572250479,91.07108763,48
924,55204,11.4,30,59.4,6.440382942,94.57692308,12
925,48456,11.8,43.6,55.9,4.954367666,93.77950569,14
926,52623,12.9,34.9,62.7,8.884297521,88.83325385,19
927,82597,4.6,32.3,69.2,6.102877071,96.86648501,11
928,56772,10.3,34.7,62.4,7.99086758,96.94589878,4
929,62536,11.9,31.8,52.1,6.633919132,82.34111059,1056
930,40590,29.2,30.6,44.4,4.937906564,49.63041183,16
931,44644,17.1,30.5,54,5.587610082,89.79512402,39
932,48622,12.1,34.1,59.6,9.947524527,95.25657611,35
933,92560,6.8,38.2,63.2,4.14207772,94.90148231,32
934,64193,8.1,30.7,59.4,6.916426513,91.74946217,59
935,65489,9.6,29.7,57.2,9.686539644,87.81389099,35
936,60957,12.6,24.4,58.8,8.614426925,91.94593057,361
937,65207,7.1,33,59.1,3.613892365,96.38798245,20
938,50169,12.9,34.6,59.4,6.593968853,92.02126224,223
939,42366,14.1,40.3,67.3,11.13360324,96.36296841,4
940,59293,12.3,31.8,54.5,7.55683473,88.21318742,275
941,59089,9.5,42.8,50.3,4.669664476,94.8840105,76
942,44674,14.4,46.1,51.3,3.885024281,96.35136243,100
943,45029,13.9,43.1,49.5,3.307540586,96.50135431,76
944,61908,11,36.3,46,4.180500351,91.5779126,252
945,35570,19.6,48.8,53.9,4.942339374,96.66505558,17
946,59184,9.1,39.9,53.4,4.602473498,95.46862737,95
947,60081,9.1,47.1,59.8,3.969883641,94.92232451,16
948,49142,12.6,40.5,49.1,3.897685749,95.90042754,48
949,53025,12.8,45,54.4,4.652301665,96.55017457,63
950,42089,16.2,44.8,51.6,4.689807976,96.57039711,66
951,44888,13.5,45.5,49.4,4.093296262,96.93375186,150
952,58673,11,43.2,49.5,2.874885005,96.06980992,123
953,49616,12.9,45.8,50.7,3.546703589,94.90628848,112
954,51513,12.1,46.8,53.4,4.807193498,95.94479074,133
955,38390,19.4,45.3,52.6,4.349749336,68.00845538,106
956,67083,9.1,38.6,51,5.043113678,81.52519688,174
957,45454,15.8,47.2,54.2,8.070065687,92.76733474,50
958,51738,12.9,45.8,57.5,6.59515296,73.34272521,35
959,43998,13.7,43.6,50.1,5.278870946,76.83526191,81
960,44397,15.1,42.3,54.3,4.406073236,77.50526039,36
961,107143,8.5,33.9,42.9,5.34181797,72.06055058,224
962,57808,9.8,44.2,57.3,5.594450511,93.09818643,163
963,43852,11.5,48.3,55.1,8.043694141,94.04320314,14
964,42624,14.1,44.8,53.5,5.213270142,94.22095467,20
965,63646,7.8,46.4,61.4,3.635817308,94.00995325,68
966,37344,21.9,41.7,38.6,4.689366786,41.9019492,39
967,32083,23.2,45.5,51.6,6.462372316,95.57608788,56
968,38731,22.8,42.2,43.5,3.636938646,61.54792594,39
969,46663,14.5,42.4,54.6,4.696595168,81.80033447,115
970,56099,11,39.1,51.7,4.384535624,66.06017241,65
971,38474,17,46.1,56.5,5.65626049,97.75254555,78
972,49768,13.1,48.6,44.7,4.814305365,42.03427929,23
973,36339,20.7,44.6,44.5,2.903225806,67.00235523,33
974,72972,8.3,38.2,52.6,4.829985959,68.72531812,496
975,70281,8.2,45.7,50.7,6.678141136,88.73347787,38
976,46551,12.4,47.1,57.3,6.776556777,95.97083653,13
977,62394,11,38.9,55.9,4.025191676,77.27160086,90
978,41409,19,44.3,45.8,7.259953162,63.01856172,24
979,32103,21.3,43.4,55.5,6.491885144,98.37677036,46
980,52288,12.1,42.4,45.1,5.697445973,64.47883316,60
981,48277,14.5,44.8,45.4,1.972920696,55.74387947,29
982,110507,6.7,37.4,56,5.344658861,62.90432897,1229
983,89106,7.4,41.5,57.5,5.083533771,87.27895291,116
984,43355,14.1,45.2,58.9,4.274857505,95.98660053,30
985,64258,7.9,41.6,58.6,5.34985643,80.39517183,56
986,47419,16.3,45,58.4,5.965766068,89.09704342,124
987,65485,7.7,40.1,57.4,5.175688509,91.18760757,157
988,45979,13.5,43.9,50.7,8.255410099,96.09037677,46
989,58900,9.7,43.6,57.9,4.308202154,87.72465609,90
990,86610,7.5,47.2,62.8,2.75862069,78.78550711,43
991,31893,19.9,47.6,55.2,6.072477963,95.04270211,50
992,61762,9.6,481.2,59.8,3.450671607,88.44650966,32
993,36459,25.1,42.9,38.4,1.886792453,39.50680272,24
994,39079,18,45.3,47.8,5.521048999,60.49400101,97
995,81940,6.1,41.9,58.9,4.125165648,86.44069469,185
996,62446,11,37.9,46.9,5.200247219,58.59394601,565
997,44490,24.9,31.4,44.3,6.638754179,68.40421727,163
998,36333,24.3,45.5,45.4,6.718511986,79.60971352,176
999,49995,19.4,37,43.5,7.549668874,74.88129882,54
1000,55686,18.7,35.6,42.4,4.70528099,53.25871046,14010
1001,43171,22.3,33.5,47.6,6.972732188,81.65314289,212
1002,94549,8.8,45.4,51.8,5.448237059,79.3182865,483
1003,47781,16.2,50.6,58.2,9.589041096,87.56534937,43
1004,42840,18.8,42.2,45.1,5.383139601,82.82920589,197
1005,43818,24.8,30.4,45.8,6.393691516,61.17475415,343
1006,39172,20.2,47.8,52.1,8.313253012,90.17857143,24
1007,59181,11.3,38.5,42.2,1.991310644,84.08030539,13
1008,34971,25.4,38.8,41.5,6.266977105,47.36373088,62
1009,34445,21.2,41.3,47.7,8.330673476,71.50236763,34
1010,57428,17,33.5,46.3,5.921976696,73.30694308,551
1011,71063,9,40.3,50.9,4.941095375,74.06821341,298
1012,57118,11.4,49,53.6,4.079089924,92.36887491,227
1013,76061,12.9,37.1,50.1,4.827807522,63.22067964,4410
1014,75689,8.3,41,55.6,4.433234709,83.6439336,686
1015,47964,14,51.3,53,4.06430088,90.1191606,53
1016,56877,17.1,34.5,48.4,5.475268467,64.61041448,3377
1017,55803,18.1,35.5,45,5.384470827,59.58677393,2389
1018,68166,14.1,35,51,6.536926148,84.53185538,75
1019,51951,20.4,32.5,45.4,6.007621442,62.1540609,2778
1020,39922,17.2,40.5,57.6,3.913308575,95.69320077,189
1021,66034,14.7,35.1,47.2,4.953958986,70.85169042,4895
1022,83788,12.1,38.5,38.8,3.673722996,48.727287,1387
1023,51527,20.7,33.5,47.9,6.148432798,57.00214804,1065
1024,61775,14.5,39.3,48.2,4.076692166,85.00670845,520
1025,100806,7.5,39.5,51.9,5.015576324,54.97635332,1186
1026,62116,17.4,33.6,44.9,4.603274095,74.28381324,664
1027,97219,8.5,36.8,53.2,5.541784514,48.30471231,2355
1028,64257,16.1,37,44.9,4.539151472,80.54538432,396
1029,43661,14.7,42.2,49.1,3.958736974,86.76051458,465
1030,47293,13.8,54.5,52.4,2.073732719,96.42502483,9
1031,41940,22.4,36.8,50.6,4.908292431,74.66409979,106
1032,38641,21.1,47.8,52.1,4.740349554,85.94828568,133
1033,67106,12.3,37.3,46.8,5.163792425,53.81430078,744
1034,66949,11.3,40.8,47.2,5.065070552,77.25732107,962
1035,50917,18.1,33.5,47.9,6.025884863,75.29481367,793
1036,51827,15.2,35.4,53,6.71564894,69.56439573,155
1037,40782,18.2,40.5,51.4,4.096971483,86.44381809,139
1038,34961,19.9,50.3,53.8,1.470588235,85.32116952,41
1039,42360,28.1,30.3,47.5,6.825864335,80.86791048,564
1040,49476,14.3,48.6,51.8,3.962223187,88.05636199,142
1041,74967,11.5,37.1,50.6,5.34009399,78.82112144,1234
1042,26602,35.2,38.7,33.4,8.433257358,28.66869099,108
1043,54509,19.5,30.9,43.1,4.109357003,66.08576114,282
1044,41403,21.6,32.1,49.5,7.98203179,70.0872857,116
1045,59316,12.9,33,49.7,6.288469602,82.81982827,557
1046,38140,22.5,30.1,45.1,4.898266767,87.0305489,24
1047,65359,11.2,36.1,50.5,5.782071504,73.06965199,753
1048,44508,14.7,49.6,60.6,4.115421003,87.36651881,17
1049,36294,20,47.6,57.8,5.028735632,95.75790327,13
1050,35424,32.3,41.1,42.6,12.47920133,83.83375742,13
1051,71546,13.3,35.8,47.7,4.171506363,88.40216494,340
1052,85885,4,37.5,58.6,5.099793071,86.74607489,80
1053,36241,24,39.3,53.5,6.414172266,86.4172342,138
1054,48840,12.4,49.2,55.5,4.893475366,93.85548091,39
1055,52273,13.4,37,53.7,5.299539171,96.3036963,4
1056,69115,8.5,48,57.4,3.600654664,94.01269702,15
1057,33998,22.9,38.4,56.3,7.34055355,91.6595951,14
1058,27882,28.5,49,48.2,7.517482517,92.96285954,7
1059,32570,40.5,35.5,30.9,10.31111111,84.03891191,7
1060,48368,14.9,56.4,64.8,5.851979346,93.98094353,11
1061,45283,15.6,47.3,56.3,8.005224855,94.89640564,78
1062,54872,15.9,34.1,39.2,5.543167508,76.08080609,909
1063,44235,15.4,39.9,52.7,2.105263158,96.18689581,4
1064,54298,14.4,37.9,51,5.800146592,75.516016,158
1065,107250,3.7,37.6,65.6,4.964771639,90.51255155,259
1066,76661,7.8,35.6,51.4,4.860486049,88.5499087,26
1067,83603,5.9,45.1,62.6,3.311386522,95.27562356,32
1068,59286,12.2,33.6,53.8,6.187072813,80.2506473,825
1069,41385,19.1,43.5,49.8,5.417177079,87.99162554,110
1070,62529,10.2,35.9,57.8,4.502177282,88.09306889,58
1071,64752,7.9,44.7,54.5,3.787268332,92.14986619,7
1072,59379,10.4,42.5,54.6,1.309904153,91.72160155,16
1073,48940,14.9,34.3,43,6.455696203,95.66161907,12
1074,32750,22,53.5,48.1,3.911735206,86.2503845,21
1075,70687,8.3,40.4,52.4,4.465658687,90.81785988,846
1076,42310,13.5,41.2,55.5,3.095975232,93.77990431,5
1077,46394,14.9,38.9,54.8,13.23328786,92.15538847,17
1078,46765,16,39,52.5,4.060324826,87.06873132,8
1079,60658,10.7,38.8,51,5.222636717,88.57508179,69
1080,57659,12.8,35.5,50.3,4.709495456,91.07618147,419
1081,39625,17.4,45,52.2,3.897032535,82.67255051,35
1082,41248,18.3,37.8,41,5.208333333,84.51989777,11
1083,45439,17.7,37.6,46.5,2.713797035,91.3352791,42
1084,50106,15.4,38.4,51.7,7.265243902,92.79800317,281
1085,39904,19,40.8,50.1,4.287972051,81.25204788,264
1086,56193,11.2,37.1,53.1,6.831648658,93.06243806,21
1087,44163,16.3,43.4,52.4,4.020100503,83.01945525,54
1088,46336,15.5,44.2,58.6,3.819022136,92.58115889,87
1089,47631,13.4,36.4,54.7,5.340817963,89.98906873,53
1090,33043,26,39.7,50.6,4.346733668,90.6525953,41
1091,57242,9.6,52.9,61,2.292993631,97.72925764,7
1092,58487,9.4,49.4,59.2,4.06824147,95.8860955,23
1093,47006,11.5,43.7,61.4,10.87248322,95.08121711,10
1094,73274,7,43.4,38,5.170657157,94.44316877,12
1095,57732,12.4,40.6,46.5,4.63936694,87.1416864,1154
1096,61259,9,45.9,47.2,3.227665706,92.60910371,37
1097,70074,10.7,40.6,48.6,4.825363357,79.79692321,1477
1098,53953,12,45.1,47.6,3.458753556,93.88423479,149
1099,49072,17.7,38.6,42.2,4.653517654,78.6437513,1004
1100,57737,15,35.9,39.6,2.489937484,88.78880809,291
1101,84026,8.9,38.5,50.2,4.75120604,79.05310401,2722
1102,82596,7.1,39.5,49.2,4.179364388,85.70481243,16
1103,90039,6.5,40.9,52.2,4.696647392,80.7158717,1349
1104,74576,8.5,42.1,50.9,4.322689366,84.85390555,1037
1105,54280,21.5,32.2,30.4,4.178438278,55.53807455,1170
1106,65217,11.5,39.8,48.3,4.642829838,84.97536794,1539
1107,36377,17.5,56.6,60.5,2.960526316,97.53554502,42
1108,45308,15.5,48.7,48.2,2.429149798,85.74292951,24
1109,54232,11.4,40,58.1,5.293976097,94.46546789,207
1110,38121,16.8,47.1,53.2,4.633003644,96.73180129,81
1111,45743,13,49.5,60.1,3.888098625,96.07598745,66
1112,36460,19.9,48.4,55,5.930470348,96.45357884,50
1113,41624,15.8,43.6,41.1,4.516129032,73.77445339,22
1114,57235,10.2,42.6,59.5,6.143948532,96.37006103,115
1115,46061,16.8,42.6,49.6,5.244463933,94.49380494,262
1116,48846,11.8,48.4,53.7,4.021937843,96.01422263,50
1117,44145,17.7,41.4,50.1,5.359859567,78.08697329,370
1118,46371,15.2,40.6,51.4,6.000674233,94.67807624,92
1119,45916,15.4,40.1,46.5,4.992021883,82.72943097,315
1120,48030,14.8,44.1,54.2,5.517112399,88.25069295,125
1121,47991,12.6,46.7,56.1,4.386136675,95.16721512,64
1122,41930,16.1,49.1,58.2,3.917098446,93.1880109,78
1123,51175,11.3,45.2,57.4,3.697661773,96.11409891,49
1124,58419,8.9,42.9,58.7,5.031948882,96.97084438,46
1125,39408,15.6,52.4,58.1,4.091341579,97.12205857,24
1126,47985,14,42.2,50.7,5.77755154,88.2490386,46
1127,56365,10.6,39.1,53.8,4.73206677,94.51182643,153
1128,45158,13.1,44.4,48.5,4.951690821,94.32701744,65
1129,53945,15.4,37.4,47.6,4.702469467,87.4768985,314
1130,56160,8.9,43.5,57.7,4.802328402,97.10491627,37
1131,49790,12.6,35.4,47.2,4.937288473,91.48469004,210
1132,52260,11.7,41.4,57.4,5.702647658,96.81021681,36
1133,40968,15.9,47.2,54.5,7.291666667,96.18945322,53
1134,48881,10.9,46.1,57.2,3.410283316,96.95962667,78
1135,48430,10.8,44.2,55.7,5.10901206,94.56911862,188
1136,54400,9.9,40.6,55.8,5.823165636,91.6213557,253
1137,43701,13.4,47.2,54.6,4.527363184,96.72536149,119
1138,43661,13,48.6,55.8,7.254261879,96.52575958,54
1139,36774,29.1,31.6,37.2,10.89005236,11.00876208,9
1140,42946,22,34.2,38.1,4.989477448,61.84453192,1813
1141,52978,14.4,39.3,53.4,9.392150771,94.03410346,95
1142,52776,10.5,45.4,59.9,5.631220534,96.33098516,91
1143,49040,12.6,49.9,56.8,4.641415709,96.32289008,113
1144,59377,10,37.8,55,4.723966632,90.51931497,282
1145,77364,5,43.8,60.5,4.880531448,94.59855855,181
1146,53828,12.1,45.2,59.5,6.083916084,98.11448725,18
1147,68471,10.8,35.9,51.5,4.109589041,96.4141278,57
1148,52411,11.2,44.1,57.4,5.534351145,96.29119618,99
1149,52075,15.4,36.2,49.6,4.146396651,94.03680145,119
1150,42659,13,50.5,60.4,6.227254347,96.77536232,41
1151,54782,13.1,39.7,50,5.596635235,80.83532158,371
1152,44026,13.5,44.1,59,7.105568445,96.44426913,45
1153,51237,14.9,38.9,50.2,6.125337107,90.11553753,344
1154,39999,16.9,47.5,55.5,4.399845619,96.85867521,45
1155,75920,4.9,37.6,59.5,6.401613935,96.14714694,125
1156,50243,11.9,40.9,53.8,4.992503748,95.251778,141
1157,40701,17,49.3,57,4.272316777,78.21998423,55
1158,47841,11.2,44.3,55.5,4.11444786,89.41366119,101
1159,55335,9.1,41.3,55.6,5.012640228,90.18971413,238
1160,48683,11.7,43.1,58.7,6.550868486,97.79765667,37
1161,50266,12.2,40.7,54.8,4.872575733,93.4754522,61
1162,46943,18,42.3,58.6,7.467204844,97.29185244,70
1163,41211,14.8,52.6,59.8,4.69334869,86.56988996,72
1164,52852,13.7,38.9,51.5,4.797917183,93.52089985,217
1165,42079,13.4,49.2,59.3,5.452638937,95.53503185,55
1166,69346,5.9,42.1,60.5,5.225693273,95.78697121,237
1167,76584,5.8,42.8,59.7,4.334726295,92.88095401,750
1168,52850,10.4,44.4,55.5,5.973097545,96.91127098,147
1169,46835,13.9,47.9,56,4.379909545,94.42868303,70
1170,52711,12.1,37.7,48.7,4.928895838,92.54455516,332
1171,51003,11.3,43.4,55.3,4.989577905,94.99675728,165
1172,42838,24,26.6,39.8,4.074920055,89.4875549,36
1173,50437,10.7,41.2,56.2,6.672369547,95.03993274,27
1174,79358,7.1,32.7,56.6,5.19665272,93.57257409,58
1175,58225,12.3,39,53.2,5.625,91.59412923,26
1176,63166,9.3,40.3,58.9,9.966777409,95.10673002,30
1177,59701,8.4,43.4,67.4,5.333333333,98.93484576,15
1178,48624,14,38.2,49.6,6.7516967,73.85106122,81
1179,45721,14.3,42.9,52.9,7.372914241,91.92262256,31
1180,44427,10.9,49.6,55.9,11.20381406,96.46496153,13
1181,51434,9.7,44.6,54.1,6.819672131,97.36046512,19
1182,57192,10.8,36.7,53.3,5.053669323,87.85929101,159
1183,63575,9,38.1,61.4,6.394269037,96.53854553,27
1184,57427,10.4,36,50.6,5.340540541,92.55102423,139
1185,45251,14.7,43,55.4,6.042296073,93.20349762,7
1186,55354,10.8,43.6,56.3,5.701401192,94.78005865,61
1187,49713,13,47.9,55,9.708737864,94.25142857,20
1188,54716,9.9,42.2,56.9,4.312372589,93.67139687,65
1189,77222,6.8,38.1,62.1,5.14813016,95.69042206,11
1190,72604,9.8,33.6,55.2,8.929775551,92.13347628,49
1191,75348,7.7,38,47.7,1.745232098,93.1603245,23
1192,56800,10,34.6,56.5,6.918371652,94.23315815,24
1193,50802,12.6,43.4,56,5.37037037,91.23809524,21
1194,55520,13.2,42.1,58,17.40104556,94.7287472,17
1195,36544,20.5,43.2,60.2,7.715311005,63.59933817,17
1196,44811,17,36.4,51.3,3.008098727,89.27891274,48
1197,39615,23.6,36.9,43.8,6.247604446,72.04331517,24
1198,33650,24.8,40.4,39.3,1.946661476,55.53702932,60
1199,46288,19.8,41.8,50.9,4.851190476,86.97920091,98
1200,41010,18.8,424.8,45.3,5.1314986,69.41070373,398
1201,38454,23.6,33.6,35,5.533244087,27.30056858,413
1202,22640,44,33.5,25.1,5.501407841,16.54059237,48
1203,25562,40.3,35.3,26.8,9.134847753,22.60685663,22
1204,37096,39.5,44.3,33.6,5.23255814,34.3144849,4
1205,38366,17.2,39.3,51.9,5.256362966,91.71463903,55
1206,48018,15.6,37.8,48,5.060304916,72.28382951,285
1207,35019,22.7,41.6,50.9,4.697986577,46.26235833,42
1208,26408,38.5,34.8,26.3,4.610130905,13.93356182,17
1209,28271,29.8,43.1,41.6,7.061933535,38.40549368,35
1210,37367,24.4,36.6,48,8.134642356,69.06379987,141
1211,33015,28.2,38.3,36.7,8.165019338,36.83282734,22
1212,40797,25.9,28.5,36.3,4.979333506,71.99867107,70
1213,51389,14.2,34,52.4,5.380501321,75.8002887,82
1214,38869,21.7,37.5,42.8,5.340297394,54.46688045,149
1215,38471,22.3,40.7,51.6,5.109751709,66.335611,33
1216,32239,27.1,34.8,45.5,4,52.22217423,59
1217,43374,19.4,36.5,48.8,4.984662577,68.92845383,225
1218,26439,40.1,32.9,27.4,4.749478079,25.39662394,76
1219,36118,21.6,37.7,48.7,2.20341093,68.23529412,86
1220,39937,23.6,36.3,45.7,6.778509815,53.79654601,121
1221,66671,13.1,37,52.3,4.789430223,56.73240055,269
1222,33428,30.4,39.1,50.3,7.310838446,65.7627638,66
1223,37554,21.5,39.6,43.9,3.7384301,49.20159406,88
1224,36810,20.1,40.6,49.8,5.236239649,68.09951624,80
1225,31963,24.7,41.7,48.2,7.049608355,53.5454893,28
1226,37686,20.7,35.8,45.6,8.259717314,59.36114777,59
1227,35185,22.3,37.7,48.9,4.476744186,63.23685547,48
1228,28730,31.3,36.8,39.4,4.965357968,27.76631069,27
1229,34429,29.9,25,33,3.389715373,58.32653727,56
1230,34526,25.9,36.5,40,6.394230769,48.81447648,83
1231,38465,19.3,40.7,51.9,4.728190104,84.08399159,137
1232,32459,22.6,40.1,48.2,4.821037253,77.46779355,28
1233,30078,30.5,36.7,40.4,5.009078287,45.61946351,101
1234,40198,17.7,37,49.2,5.189340813,79.54582692,59
1235,34794,22.3,39.2,51.1,4.867486575,83.95981087,63
1236,26204,36.2,38.5,36,6.153846154,28.93956964,24
1237,58368,11.1,36.9,53.5,4.71844142,77.11176675,222
1238,32049,26.9,36,42.7,5.869989491,59.80277807,62
1239,27877,37.4,38.5,32.9,7.020547945,27.92924037,13
1240,34338,25.9,37.7,46.2,5.577235772,62.81157622,58
1241,38975,20.8,40.1,53.6,5.357614146,74.87236267,40
1242,41136,19.5,36.8,49.3,6.422857143,78.69062187,39
1243,29227,34.8,34.1,29.3,6.248990796,25.78553259,63
1244,28456,37.4,36,30.1,2.224694105,42.10842971,37
1245,40975,18.5,36.7,44.8,5.503910285,67.07372866,64
1246,37026,19.1,38.4,56.1,5.683802134,81.25056679,45
1247,35550,17.7,42.8,56,3.298774741,94.53400891,49
1248,30689,27.9,32.2,35.3,6.144623454,21.08427985,21
1249,37667,15.9,38,51.7,4.427409262,81.84890871,47
1250,31607,26.4,39.4,46,4.465958776,53.19134731,39
1251,40397,21.7,37.9,44.8,3.589466089,49.57101208,103
1252,30292,35.1,36.2,33.7,5.86461126,27.16418514,127
1253,35425,24.7,36.7,48.7,8.771929825,59.1032873,49
1254,34073,22.1,41.1,52.8,6.736458807,78.80788079,28
1255,27596,32.5,36.8,34.4,2.790178571,28.87105404,24
1256,34403,26.3,40.5,44.6,5.112672644,51.35583249,45
1257,34494,23.4,41.5,49.5,5.540488183,59.20361845,39
1258,30313,34.6,35.8,34.4,5.055775459,38.44362438,58
1259,35425,26.9,27.9,39.1,3.767349636,93.52895149,43
1260,56309,10.7,42.3,61.4,7.556742323,96.5143121,35
1261,45997,12.2,47.1,56.1,7.641509434,97.88602941,21
1262,41302,17.2,39.2,48.6,5.293680297,89.52410503,64
1263,38139,20.2,43.3,55.9,6.004650527,92.37809998,85
1264,37581,19.1,41.1,64.2,5.542168675,94.27091895,30
1265,41462,18.4,41.9,54.4,4.212348529,95.46355825,50
1266,33236,19.5,52.5,56.9,2.363989637,97.08815106,72
1267,39033,20.1,43.1,53.8,7.020802377,97.83101327,31
1268,50305,19.5,30.1,43.8,5.073280722,82.06769339,229
1269,45431,17.8,36.8,44.9,6.216255654,88.80986144,195
1270,35774,21.3,40,51.4,5.075560188,90.70103141,126
1271,43111,16.2,42.3,58.6,7.368995633,96.62005945,26
1272,49384,14.2,37.8,47.4,4.53252418,91.75829107,84
1273,44410,17.5,49.8,57,5.73630137,96.46914199,107
1274,47705,17,36,49.2,4.895140929,88.31275932,153
1275,39017,16.5,42.4,53.6,9.99000999,95.56948109,28
1276,32170,24,40.9,46.7,2.629656684,95.84659453,21
1277,60970,10.5,39.2,58.6,4.56119093,92.19793413,207
1278,33631,21.4,44.8,55.2,6.495468278,96.45119493,40
1279,43049,12,45.5,54.5,2.963473467,96.31372549,22
1280,51831,11.3,37.8,60.3,5.849007988,95.63556808,119
1281,43298,15.7,43.7,58.5,7.955390335,97.70198005,22
1282,61598,9.1,36.6,52,4.934777258,86.76077982,386
1283,51221,12.4,41,58.2,6.863636364,95.23368133,51
1284,51885,13.3,38,49.3,6.328460877,83.18503129,139
1285,42166,14,38.6,50.6,4.315304948,89.31961576,40
1286,37379,20.7,41.2,51.8,7.465766273,97.65206813,65
1287,37173,18.5,47.1,54.7,3.627311522,95.55001313,23
1288,34987,21.7,43,56.9,9.043326548,95.53248008,40
1289,41610,16.8,40.5,58.1,7.483794932,97.42660384,23
1290,42174,18.6,40.1,43.9,2.755102041,85.50305117,19
1291,34411,21.6,43.4,51.8,6.869058571,96.47066359,45
1292,31805,23,47.3,58.6,6.128904705,98.37969814,35
1293,31486,29.8,39.8,47.4,6.176009129,85.71383309,93
1294,51978,11.8,40.2,56.7,5.593582421,96.25054013,210
1295,50886,10.4,47.4,69.1,8.951965066,96.89213894,7
1296,45341,12,49.8,60.8,10.81081081,91.90127266,6
1297,60279,10.9,32.8,62.5,5.375139978,75.42221085,13
1298,58543,8.3,36.1,64.8,6.199261993,98.35119538,9
1299,52795,10.8,49.4,66.6,5.687203791,87.17320261,3
1300,39732,16.9,48,55.3,5.457746479,95.36993587,17
1301,47709,12.8,38,61.8,6.605504587,87.97370456,5
1302,50525,12.9,43,56.6,7.6011846,96.21225047,19
1303,55074,12.8,38.6,58.4,5.858531317,92.91517152,79
1304,59596,10.7,36.1,58.6,5.965292842,85.76271186,5
1305,52394,8.8,47.8,65.5,9.393939394,96.02888087,4
1306,53796,10.3,40.8,61.4,5.896980462,87.61940299,31
1307,56927,9.4,43.5,61.7,5.155718398,95.68737433,42
1308,44101,13.5,52.1,63.5,6.681034483,97.13627386,11
1309,76104,6.6,36.8,56.8,5.529393013,86.91210873,796
1310,53484,12.2,34.8,63,5.231143552,83.65384615,9
1311,53378,11.2,45.2,56.6,7.676767677,97.18870347,16
1312,46318,12.8,41.7,60,3.783783784,95.46529968,6
1313,53739,10.9,535.2,55.9,10.02949853,98.32735962,4
1314,65549,10.9,37.3,53.1,5.174510519,83.88535927,126
1315,44896,12.7,46.2,56.3,7.180385289,97.5269499,9
1316,44520,14.8,43.7,61.7,7.603801901,96.30562552,31
1317,49852,9.7,42.2,59.7,7.558139535,95.41711421,6
1318,43038,18,32.5,46,7.999080565,88.18659973,65
1319,57878,8.8,42,58.9,6.078625702,94.78326268,70
1320,47723,11.9,45,57.9,6.021594684,95.76891782,30
1321,47901,11.1,45,61.4,6.352683461,97.08145927,25
1322,53903,11.7,39.8,61.7,12.21973094,88.31850331,11
1323,63924,9.5,40.4,59.3,6.683134349,95.58247675,56
1324,48645,11.2,44.4,59.8,2.550091075,97.87166455,16
1325,42221,18,39.4,50.3,6.411140218,85.46395975,99
1326,44774,12.5,47.6,62,5.611775529,96.29565217,20
1327,55378,11.1,41.6,54.2,3.29153605,85.83386993,7
1328,54149,9.9,41.6,61.9,5.55836281,97.19460577,25
1329,41527,17.7,40,53.1,8.276059565,94.60512696,42
1330,51923,10,49.2,62.5,9.725158562,96.880078,7
1331,44846,13.5,44,49.6,9.776833156,92.20035778,10
1332,52749,12.9,42.6,57.4,4.447806354,96.31840796,39
1333,38848,12.9,48.5,59.6,4.141104294,97.67318879,12
1334,52744,10.4,42.2,63.8,1.470588235,96.80886243,13
1335,47351,13.9,43.1,46.2,1.121656601,90.65258284,18
1336,45856,11.4,44.7,60.5,9.342230696,96.85511725,16
1337,65373,10,34.7,62.3,8.095893103,94.08618785,36
1338,54701,10.3,39.1,55.5,5.278450363,95.03029058,25
1339,44932,11.8,50.9,61.7,10.28708134,97.40667976,9
1340,46533,15.8,39.5,53.3,5.263956311,91.3968591,152
1341,42381,12.7,50.9,57.4,7.552083333,97.66957969,15
1342,49152,14.7,37.9,56.4,5.697730565,90.37347713,24
1343,46468,20.2,24.7,39.1,4.808994852,83.26091013,70
1344,48383,12,43.9,57.4,5.273833671,96.81835712,13
1345,43083,12.1,48.8,56.8,10.75837743,98.14698492,8
1346,45443,13.3,47.1,58,10.703125,95.43503148,20
1347,48460,13,37.7,48.9,6.843609637,87.6415179,118
1348,56032,8.3,42,65.3,6.629834254,95.23133117,11
1349,51175,14.7,34.6,49.8,6.454934329,79.56247322,864
1350,47381,15.7,29.4,47.7,6.872294372,59.37956518,29
1351,52795,15,38.8,49.5,5.852417303,82.79565081,374
1352,52300,10.9,45.7,64.1,7.382550336,97.90596602,7
1353,43100,16.2,38.4,54.2,7.904411765,92.76511397,14
1354,41303,13.5,50.7,60.7,8.463949843,97.48663102,13
1355,45945,14.1,43.7,63.1,6.165919283,95.5787037,9
1356,56591,11.5,35.7,63.5,13.96396396,75.10469986,4
1357,59773,9.7,34.9,68,4.250386399,84.85793486,10
1358,52476,13.3,40.8,56.3,6.593633733,94.37769693,53
1359,50639,11.3,35.3,55.6,5.794871795,94.47318612,15
1360,46859,9.9,49.1,66,4.642857143,95.62860047,9
1361,59160,9.6,42.1,61.2,4.111600587,96.39845648,14
1362,49109,12,41.8,60.1,8.333333333,99.4984326,4
1363,43264,10.8,46.3,62.5,5.961538462,97.22124516,18
